,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Unnamed: 15,Unnamed: 16
399,27/03/2004,09.00.00,"1,8",1163.0,128.0,"8,5",919.0,128.0,922.0,84.0,1530.0,1076.0,"11,1","50,5","0,6654",,
3931,21/08/2004,13.00.00,-200,811.0,-200.0,"3,0",653.0,-200.0,1120.0,-200.0,1336.0,423.0,"31,0","28,9","1,2770",,
2681,30/06/2004,11.00.00,3,1232.0,-200.0,"16,1",1183.0,278.0,675.0,190.0,1920.0,1509.0,"37,0","26,5","1,6352",,
1218,30/04/2004,12.00.00,"3,2",1362.0,214.0,"14,9",1145.0,212.0,673.0,116.0,1973.0,1294.0,"17,3","72,4","1,4125",,
1352,06/05/2004,02.00.00,"0,5",766.0,-200.0,"1,2",523.0,19.0,1534.0,30.0,1310.0,387.0,"12,6","72,2","1,0503",,
814,13/04/2004,16.00.00,"1,7",1061.0,149.0,"7,7",887.0,110.0,920.0,88.0,1462.0,869.0,"16,3","41,8","0,7712",,
2504,23/06/2004,02.00.00,"0,5",809.0,-200.0,"3,2",666.0,38.0,1093.0,55.0,1455.0,714.0,"21,8","47,3","1,2189",,
467,30/03/2004,05.00.00,"0,7",956.0,26.0,"2,3",605.0,52.0,1341.0,71.0,1117.0,691.0,"12,9","33,9","0,5037",,
2170,09/06/2004,04.00.00,"0,5",817.0,-200.0,"3,3",672.0,31.0,1113.0,51.0,1501.0,751.0,"20,8","54,4","1,3229",,
3828,17/08/2004,06.00.00,1,929.0,-200.0,"5,6",791.0,59.0,841.0,41.0,1493.0,789.0,"22,2","53,9","1,4201",,
2621,27/06/2004,23.00.00,"1,7",1018.0,-200.0,"9,3",950.0,100.0,830.0,99.0,1636.0,914.0,"28,2","36,6","1,3781",,
1305,04/05/2004,03.00.00,"0,4",873.0,-200.0,"1,5",545.0,-200.0,1308.0,-200.0,1471.0,497.0,"15,6","81,0","1,4302",,
3131,19/07/2004,05.00.00,"0,3",925.0,-200.0,"4,1",717.0,75.0,936.0,75.0,1455.0,970.0,"21,2","46,3","1,1501",,
3207,22/07/2004,09.00.00,-200,1362.0,-200.0,"17,5",1225.0,252.0,551.0,158.0,2003.0,1826.0,"28,1","42,0","1,5735",,
1656,18/05/2004,18.00.00,"4,4",1443.0,-200.0,"22,7",1371.0,221.0,664.0,160.0,1988.0,1425.0,"27,5","24,7","0,8899",,
803,13/04/2004,05.00.00,"0,7",956.0,66.0,"3,1",656.0,76.0,1251.0,68.0,1356.0,525.0,"10,1","68,4","0,8443",,
1743,22/05/2004,09.00.00,"2,2",1315.0,-200.0,"11,7",1040.0,165.0,743.0,102.0,1740.0,1315.0,"20,6","47,1","1,1287",,
288,22/03/2004,18.00.00,"3,8",1407.0,426.0,"18,3",1249.0,213.0,720.0,129.0,1932.0,1276.0,"17,0","43,1","0,8264",,
264,21/03/2004,18.00.00,"3,8",1546.0,-200.0,"15,1",1151.0,173.0,769.0,116.0,1874.0,1122.0,"18,5","43,8","0,9252",,
1123,26/04/2004,13.00.00,"1,6",994.0,143.0,"6,9",851.0,95.0,1018.0,75.0,1436.0,640.0,"20,2","30,7","0,7176",,
1280,03/05/2004,02.00.00,"0,6",888.0,-200.0,"2,2",598.0,26.0,1228.0,39.0,1397.0,500.0,"16,4","62,1","1,1493",,
1018,22/04/2004,04.00.00,-200,819.0,-200.0,"1,7",565.0,-200.0,1295.0,-200.0,1316.0,694.0,"13,3","62,6","0,9498",,
1303,04/05/2004,01.00.00,1,999.0,-200.0,"3,7",692.0,58.0,1038.0,69.0,1588.0,778.0,"16,4","79,2","1,4681",,
700,08/04/2004,22.00.00,"1,4",1058.0,92.0,"6,3",824.0,95.0,993.0,99.0,1411.0,971.0,"14,1","46,0","0,7363",,
2257,12/06/2004,19.00.00,"1,1",1024.0,-200.0,"6,3",828.0,46.0,936.0,52.0,1601.0,641.0,"29,1","35,1","1,3919",,
441,29/03/2004,03.00.00,"0,7",894.0,28.0,"1,3",524.0,-200.0,1557.0,-200.0,1095.0,397.0,"10,1","47,8","0,5913",,
1984,01/06/2004,10.00.00,"1,8",1182.0,-200.0,"12,0",1051.0,211.0,829.0,89.0,1870.0,1206.0,"19,6","66,7","1,5023",,
1770,23/05/2004,12.00.00,"1,2",1030.0,-200.0,"5,3",778.0,67.0,1071.0,69.0,1452.0,591.0,"26,8","28,1","0,9785",,
952,19/04/2004,10.00.00,-200,990.0,-200.0,"6,8",846.0,-200.0,947.0,-200.0,1503.0,715.0,"19,5","43,3","0,9706",,
1696,20/05/2004,10.00.00,"2,2",1232.0,-200.0,"12,4",1062.0,155.0,787.0,117.0,1707.0,1092.0,"26,1","30,0","0,9972",,
3488,03/08/2004,02.00.00,-200,895.0,-200.0,"3,3",672.0,19.0,941.0,36.0,1469.0,703.0,"27,1","47,4","1,6809",,
3774,15/08/2004,00.00.00,"0,7",878.0,-200.0,"3,5",684.0,26.0,947.0,37.0,1475.0,588.0,"26,1","50,8","1,6917",,
297,23/03/2004,03.00.00,"0,5",892.0,36.0,"1,2",522.0,-200.0,1522.0,-200.0,1285.0,456.0,"11,0","70,0","0,9215",,
1092,25/04/2004,06.00.00,"0,5",804.0,31.0,"1,1",505.0,34.0,1718.0,37.0,1148.0,329.0,"12,8","49,3","0,7285",,
3921,21/08/2004,03.00.00,-200,786.0,-200.0,"2,0",587.0,-200.0,1150.0,-200.0,1300.0,413.0,"25,3","44,3","1,4032",,
598,04/04/2004,16.00.00,-200,1345.0,-200.0,"10,5",996.0,-200.0,841.0,-200.0,1678.0,833.0,"24,4","36,0","1,0850",,
3256,24/07/2004,10.00.00,"2,3",1238.0,-200.0,"13,1",1088.0,150.0,636.0,116.0,1883.0,1306.0,"32,7","34,5","1,6798",,
1382,07/05/2004,08.00.00,"4,2",1234.0,-200.0,"22,1",1355.0,196.0,621.0,107.0,2095.0,1266.0,"16,4","50,2","0,9286",,
3340,27/07/2004,22.00.00,-200,858.0,-200.0,"7,2",866.0,69.0,874.0,88.0,1421.0,715.0,"25,3","28,4","0,9041",,
380,26/03/2004,14.00.00,"1,9",1009.0,199.0,"8,4",916.0,103.0,1015.0,85.0,1391.0,738.0,"16,3","30,8","0,5683",,
819,13/04/2004,21.00.00,"2,1",1149.0,205.0,"9,3",952.0,144.0,845.0,108.0,1577.0,1204.0,"13,5","54,1","0,8351",,
1441,09/05/2004,19.00.00,-200,1132.0,-200.0,"10,1",981.0,-200.0,850.0,-200.0,1614.0,877.0,"16,4","47,8","0,8851",,
3948,22/08/2004,06.00.00,-200,791.0,-200.0,"2,8",638.0,-200.0,1038.0,-200.0,1389.0,698.0,"18,6","67,4","1,4302",,
638,06/04/2004,08.00.00,"6,2",1757.0,1084.0,"33,7",1636.0,302.0,494.0,129.0,2560.0,1806.0,"16,2","52,5","0,9576",,
696,08/04/2004,18.00.00,"4,6",1408.0,808.0,"24,0",1404.0,241.0,646.0,154.0,1972.0,1463.0,"19,3","28,6","0,6357",,
201,19/03/2004,03.00.00,"0,7",961.0,-200.0,"2,5",622.0,-200.0,1382.0,-200.0,1301.0,430.0,"12,5","67,5","0,9768",,
1061,23/04/2004,23.00.00,2,1300.0,204.0,"11,8",1043.0,110.0,777.0,107.0,1659.0,1375.0,"18,8","47,7","1,0221",,
3115,18/07/2004,13.00.00,"0,3",928.0,-200.0,"4,1",716.0,39.0,1060.0,57.0,1252.0,459.0,"39,4","13,7","0,9639",,
2349,16/06/2004,15.00.00,"2,2",1072.0,-200.0,"12,0",1050.0,112.0,802.0,107.0,1748.0,836.0,"33,6","24,4","1,2472",,
1447,10/05/2004,01.00.00,-200,875.0,-200.0,"3,0",654.0,-200.0,1172.0,-200.0,1375.0,683.0,"14,9","57,6","0,9684",,
661,07/04/2004,07.00.00,"2,8",1307.0,277.0,"12,9",1082.0,152.0,777.0,111.0,1769.0,830.0,"14,3","58,2","0,9431",,
1623,17/05/2004,09.00.00,"1,8",990.0,-200.0,"8,6",924.0,140.0,974.0,90.0,1404.0,861.0,"19,8","28,5","0,6520",,
1381,07/05/2004,07.00.00,"3,7",1200.0,-200.0,"19,8",1290.0,214.0,657.0,106.0,2014.0,1196.0,"14,9","56,9","0,9582",,
3638,09/08/2004,08.00.00,"2,5",1185.0,-200.0,"15,1",1152.0,96.0,578.0,42.0,2003.0,1274.0,"25,5","59,7","1,9193",,
1060,23/04/2004,22.00.00,"2,2",1294.0,208.0,"13,0",1083.0,121.0,770.0,108.0,1687.0,1321.0,"19,2","44,9","0,9875",,
1774,23/05/2004,16.00.00,"1,5",1059.0,-200.0,"6,1",816.0,77.0,1023.0,73.0,1468.0,641.0,"25,9","28,7","0,9423",,
3923,21/08/2004,05.00.00,-200,816.0,-200.0,"3,0",653.0,-200.0,1058.0,-200.0,1332.0,486.0,"24,8","43,4","1,3347",,
153,17/03/2004,03.00.00,"0,7",933.0,26.0,"2,6",625.0,-200.0,1292.0,-200.0,1332.0,884.0,"13,1","57,9","0,8666",,
2293,14/06/2004,07.00.00,"1,5",973.0,-200.0,"7,0",858.0,137.0,941.0,92.0,1584.0,779.0,"21,1","46,2","1,1389",,
1691,20/05/2004,05.00.00,"0,3",925.0,-200.0,"2,3",609.0,26.0,1168.0,35.0,1363.0,533.0,"17,3","54,1","1,0582",,
2512,23/06/2004,10.00.00,"3,2",1149.0,-200.0,"16,4",1192.0,304.0,672.0,152.0,1944.0,1449.0,"28,5","31,7","1,2144",,
2473,21/06/2004,19.00.00,3,1043.0,-200.0,"16,1",1181.0,174.0,736.0,138.0,1813.0,1010.0,"26,1","28,3","0,9407",,
2960,12/07/2004,02.00.00,"0,2",779.0,-200.0,"2,0",581.0,13.0,1204.0,22.0,1323.0,505.0,"21,2","46,2","1,1482",,
1737,22/05/2004,03.00.00,"0,7",1003.0,-200.0,"6,2",820.0,-200.0,902.0,-200.0,1455.0,908.0,"17,9","46,3","0,9394",,
3460,01/08/2004,22.00.00,"1,7",1142.0,-200.0,"9,1",945.0,73.0,682.0,83.0,1736.0,793.0,"27,8","52,6","1,9398",,
3478,02/08/2004,16.00.00,"1,4",996.0,-200.0,"9,5",959.0,80.0,779.0,117.0,1636.0,684.0,"38,0","22,2","1,4483",,
390,27/03/2004,00.00.00,"1,5",1021.0,77.0,"5,2",776.0,94.0,1144.0,87.0,1307.0,753.0,"9,4","53,4","0,6300",,
2404,18/06/2004,22.00.00,"1,7",1062.0,-200.0,"10,2",984.0,84.0,816.0,98.0,1796.0,842.0,"25,2","46,6","1,4733",,
3785,15/08/2004,11.00.00,"1,2",954.0,-200.0,"6,3",826.0,56.0,870.0,70.0,1531.0,691.0,"35,8","25,7","1,4861",,
1209,30/04/2004,03.00.00,1,1054.0,71.0,"5,0",761.0,-200.0,963.0,-200.0,1598.0,965.0,"15,7","77,4","1,3683",,
2831,06/07/2004,17.00.00,"3,8",1179.0,-200.0,"22,5",1364.0,306.0,661.0,192.0,1845.0,1265.0,"39,5","12,6","0,8894",,
3826,17/08/2004,04.00.00,"0,4",820.0,-200.0,"2,2",597.0,18.0,1069.0,29.0,1346.0,603.0,"24,3","48,3","1,4449",,
2167,09/06/2004,01.00.00,1,934.0,-200.0,"7,5",878.0,40.0,940.0,54.0,1644.0,847.0,"22,5","49,0","1,3151",,
358,25/03/2004,16.00.00,"2,2",1105.0,267.0,"10,1",982.0,138.0,939.0,105.0,1545.0,850.0,"17,7","35,4","0,7094",,
2839,07/07/2004,01.00.00,"1,6",992.0,-200.0,"9,2",948.0,106.0,773.0,95.0,1609.0,1271.0,"26,3","33,7","1,1377",,
2174,09/06/2004,08.00.00,"6,4",1496.0,-200.0,"36,9",1705.0,357.0,507.0,151.0,2691.0,2147.0,"23,4","46,1","1,3091",,
1368,06/05/2004,18.00.00,"1,8",1008.0,-200.0,"9,4",954.0,92.0,892.0,92.0,1626.0,834.0,"15,6","58,3","1,0266",,
1436,09/05/2004,14.00.00,-200,1035.0,-200.0,"4,8",755.0,-200.0,997.0,-200.0,1521.0,608.0,"15,6","65,8","1,1577",,
1096,25/04/2004,10.00.00,1,882.0,44.0,"2,5",621.0,61.0,1346.0,56.0,1216.0,403.0,"16,6","38,6","0,7236",,
3405,30/07/2004,15.00.00,-200,1033.0,-200.0,"10,8",1006.0,96.0,749.0,121.0,1564.0,725.0,"39,1","18,7","1,2884",,
362,25/03/2004,20.00.00,"4,6",1389.0,698.0,"21,6",1341.0,231.0,692.0,133.0,1982.0,1488.0,"12,6","52,5","0,7642",,
304,23/03/2004,10.00.00,"3,4",1343.0,340.0,"16,2",1185.0,237.0,760.0,132.0,1857.0,1311.0,"12,0","62,9","0,8803",,
2321,15/06/2004,11.00.00,"2,7",1114.0,-200.0,"16,0",1181.0,180.0,747.0,115.0,1928.0,1129.0,"30,3","26,9","1,1399",,
2382,18/06/2004,00.00.00,"1,8",1013.0,-200.0,"10,6",999.0,120.0,791.0,105.0,1751.0,1119.0,"24,0","47,3","1,3914",,
1412,08/05/2004,14.00.00,-200,945.0,-200.0,"4,3",726.0,-200.0,1053.0,-200.0,1432.0,637.0,"16,3","55,3","1,0146",,
863,15/04/2004,17.00.00,"5,2",1560.0,778.0,"24,4",1413.0,251.0,594.0,149.0,2046.0,1642.0,"19,6","35,5","0,8017",,
3270,25/07/2004,00.00.00,"1,7",1163.0,-200.0,"7,9",893.0,90.0,706.0,83.0,1760.0,977.0,"23,7","69,3","2,0042",,
1013,21/04/2004,23.00.00,-200,1020.0,-200.0,"7,1",863.0,-200.0,933.0,-200.0,1492.0,1074.0,"18,8","45,8","0,9855",,
2689,30/06/2004,19.00.00,"4,9",1352.0,-200.0,"23,3",1385.0,280.0,563.0,197.0,2205.0,1661.0,"34,0","32,9","1,7251",,
2765,03/07/2004,23.00.00,"1,9",1138.0,-200.0,"10,2",985.0,120.0,742.0,103.0,1710.0,1141.0,"25,2","42,7","1,3473",,
3600,07/08/2004,18.00.00,"1,6",1008.0,-200.0,"8,4",915.0,71.0,783.0,95.0,1643.0,672.0,"34,9","33,4","1,8384",,
3599,07/08/2004,17.00.00,"1,2",974.0,-200.0,"6,5",833.0,46.0,864.0,67.0,1577.0,565.0,"36,8","29,5","1,8037",,
3186,21/07/2004,12.00.00,-200,1116.0,-200.0,"12,4",1063.0,140.0,736.0,138.0,1571.0,980.0,"38,9","15,9","1,0896",,
1125,26/04/2004,15.00.00,"1,4",981.0,107.0,"6,0",810.0,86.0,1060.0,77.0,1395.0,605.0,"20,7","31,6","0,7602",,
2537,24/06/2004,11.00.00,"1,5",1029.0,-200.0,"7,2",866.0,93.0,874.0,83.0,1651.0,727.0,"31,1","32,4","1,4351",,
2914,10/07/2004,04.00.00,"0,3",831.0,-200.0,"2,6",626.0,22.0,1126.0,33.0,1406.0,484.0,"22,4","49,7","1,3333",,
1047,23/04/2004,09.00.00,5,1553.0,759.0,"22,1",1354.0,358.0,621.0,142.0,2030.0,1895.0,"19,1","42,1","0,9233",,
1190,29/04/2004,08.00.00,"7,2",1771.0,1129.0,"36,2",1690.0,368.0,461.0,125.0,2572.0,1982.0,"16,1","56,5","1,0274",,
945,19/04/2004,03.00.00,-200,850.0,-200.0,"1,7",562.0,-200.0,1275.0,-200.0,1407.0,589.0,"13,1","78,3","1,1716",,
222,20/03/2004,00.00.00,"1,7",1127.0,-200.0,"5,8",802.0,104.0,1064.0,92.0,1447.0,837.0,"13,8","57,9","0,9085",,
2220,11/06/2004,06.00.00,1,912.0,-200.0,"7,0",858.0,92.0,923.0,69.0,1608.0,894.0,"19,8","50,4","1,1525",,
2091,05/06/2004,21.00.00,"0,6",841.0,-200.0,"3,8",699.0,17.0,1123.0,30.0,1508.0,558.0,"23,0","51,1","1,4175",,
3175,21/07/2004,01.00.00,-200,1057.0,-200.0,"7,6",881.0,53.0,784.0,67.0,1574.0,1081.0,"27,6","38,2","1,3911",,
3981,23/08/2004,15.00.00,1,872.0,-200.0,"4,9",760.0,47.0,979.0,57.0,1314.0,513.0,"36,1","18,4","1,0827",,
2133,07/06/2004,15.00.00,"2,8",1054.0,-200.0,"16,5",1195.0,205.0,815.0,126.0,1848.0,1078.0,"35,9","18,9","1,0999",,
1024,22/04/2004,10.00.00,-200,1343.0,-200.0,"20,1",1299.0,-200.0,694.0,-200.0,1945.0,1542.0,"23,7","30,6","0,8854",,
2015,02/06/2004,17.00.00,-200,1010.0,-200.0,"8,1",902.0,59.0,966.0,44.0,1676.0,724.0,"28,9","35,7","1,3985",,
2833,06/07/2004,19.00.00,"3,9",1213.0,-200.0,"21,1",1327.0,251.0,654.0,155.0,1864.0,2021.0,"34,2","17,9","0,9444",,
959,19/04/2004,17.00.00,-200,1186.0,-200.0,"11,8",1042.0,-200.0,808.0,-200.0,1684.0,1038.0,"10,0","80,5","0,9853",,
3741,13/08/2004,15.00.00,"0,7",799.0,-200.0,"4,0",709.0,48.0,1078.0,68.0,1332.0,462.0,"35,2","20,5","1,1418",,
1613,16/05/2004,23.00.00,"1,4",934.0,-200.0,"5,6",795.0,88.0,1098.0,93.0,1328.0,673.0,"20,3","28,5","0,6686",,
2107,06/06/2004,13.00.00,"0,5",734.0,-200.0,"2,3",603.0,40.0,1471.0,48.0,1303.0,450.0,"25,9","28,8","0,9475",,
1542,14/05/2004,00.00.00,"2,5",1246.0,-200.0,"15,0",1150.0,152.0,654.0,107.0,1873.0,1354.0,"17,3","57,8","1,1298",,
11,11/03/2004,05.00.00,"0,7",1066.0,8.0,"1,1",512.0,16.0,1918.0,28.0,1182.0,422.0,"11,0","56,2","0,7366",,
3581,06/08/2004,23.00.00,"1,8",1039.0,-200.0,"10,4",991.0,93.0,685.0,74.0,1820.0,1088.0,"24,1","63,5","1,8828",,
573,03/04/2004,15.00.00,-200,1331.0,-200.0,"11,9",1046.0,-200.0,882.0,-200.0,1635.0,905.0,"25,0","27,5","0,8575",,
145,16/03/2004,19.00.00,"3,9",1551.0,261.0,"19,1",1271.0,181.0,800.0,137.0,1875.0,1432.0,"21,3","34,8","0,8730",,
149,16/03/2004,23.00.00,"1,7",1201.0,88.0,"9,1",943.0,130.0,935.0,117.0,1560.0,1362.0,"16,7","48,9","0,9226",,
2982,13/07/2004,00.00.00,"1,5",945.0,-200.0,"7,6",883.0,132.0,837.0,94.0,1563.0,1015.0,"19,8","47,7","1,0930",,
291,22/03/2004,21.00.00,"3,3",1279.0,325.0,"14,5",1131.0,180.0,775.0,124.0,1758.0,1243.0,"14,5","49,7","0,8177",,
2535,24/06/2004,09.00.00,"1,3",1020.0,-200.0,"7,1",860.0,93.0,864.0,74.0,1649.0,875.0,"27,0","40,8","1,4286",,
1131,26/04/2004,21.00.00,"1,6",1017.0,99.0,"6,7",842.0,89.0,1000.0,101.0,1441.0,846.0,"17,3","38,8","0,7596",,
1350,06/05/2004,00.00.00,"1,4",898.0,-200.0,"4,6",741.0,79.0,1085.0,76.0,1468.0,589.0,"12,5","75,8","1,0938",,
657,07/04/2004,03.00.00,"0,3",801.0,30.0,"0,7",464.0,-200.0,1749.0,-200.0,1154.0,340.0,"16,1","42,4","0,7718",,
3220,22/07/2004,22.00.00,"2,3",1220.0,-200.0,"13,6",1105.0,116.0,643.0,100.0,1838.0,1318.0,"30,4","35,4","1,5144",,
419,28/03/2004,05.00.00,"0,8",870.0,54.0,"2,6",626.0,39.0,1325.0,52.0,1284.0,755.0,"9,6","58,5","0,7000",,
2402,18/06/2004,20.00.00,"2,9",1125.0,-200.0,"16,0",1179.0,171.0,719.0,153.0,1921.0,1065.0,"28,7","35,8","1,3834",,
2779,04/07/2004,13.00.00,"0,7",884.0,-200.0,"3,9",703.0,34.0,1076.0,46.0,1394.0,488.0,"37,9","18,8","1,2220",,
2092,05/06/2004,22.00.00,"0,8",916.0,-200.0,"5,6",791.0,26.0,1007.0,43.0,1588.0,679.0,"22,1","53,5","1,4087",,
432,28/03/2004,18.00.00,"1,4",1012.0,93.0,"4,7",746.0,86.0,1174.0,86.0,1301.0,555.0,"15,6","35,0","0,6170",,
3072,16/07/2004,18.00.00,4,1190.0,-200.0,"23,7",1395.0,287.0,606.0,206.0,1914.0,1411.0,"35,9","17,7","1,0316",,
1957,31/05/2004,07.00.00,"1,6",1108.0,-200.0,"14,2",1123.0,167.0,804.0,83.0,1801.0,1111.0,"17,4","50,9","1,0017",,
2147,08/06/2004,05.00.00,"0,5",785.0,-200.0,"2,8",640.0,35.0,1265.0,40.0,1467.0,588.0,"19,6","57,1","1,2851",,
2761,03/07/2004,19.00.00,"1,4",947.0,-200.0,"8,7",926.0,81.0,905.0,90.0,1484.0,659.0,"31,9","20,4","0,9462",,
2010,02/06/2004,12.00.00,-200,978.0,-200.0,"7,4",873.0,80.0,1003.0,53.0,1669.0,788.0,"28,9","34,8","1,3603",,
517,01/04/2004,07.00.00,"4,2",1510.0,505.0,"19,8",1291.0,342.0,675.0,94.0,1949.0,1435.0,"9,5","69,6","0,8273",,
1,10/03/2004,19.00.00,2,1292.0,112.0,"9,4",955.0,103.0,1174.0,92.0,1559.0,972.0,"13,3","47,7","0,7255",,
241,20/03/2004,19.00.00,"3,5",1633.0,-200.0,"16,6",1199.0,215.0,734.0,136.0,1919.0,1417.0,"17,4","51,6","1,0159",,
1549,14/05/2004,07.00.00,"3,7",1388.0,-200.0,"22,8",1372.0,272.0,601.0,140.0,2105.0,1449.0,"18,5","49,4","1,0397",,
2224,11/06/2004,10.00.00,-200,1105.0,-200.0,"12,9",1079.0,-200.0,788.0,-200.0,1774.0,1168.0,"30,0","27,5","1,1509",,
733,10/04/2004,07.00.00,"1,7",1081.0,157.0,"8,2",906.0,150.0,895.0,72.0,1591.0,1024.0,"11,0","71,0","0,9279",,
1898,28/05/2004,20.00.00,"1,8",1081.0,-200.0,"10,4",992.0,147.0,959.0,119.0,1680.0,935.0,"20,2","47,2","1,1043",,
548,02/04/2004,14.00.00,"2,7",1303.0,391.0,"14,7",1139.0,152.0,790.0,126.0,1761.0,1138.0,"24,7","30,5","0,9371",,
1124,26/04/2004,14.00.00,"1,3",942.0,104.0,"5,4",785.0,86.0,1065.0,77.0,1365.0,571.0,"19,7","32,5","0,7396",,
889,16/04/2004,19.00.00,"6,4",1689.0,783.0,"26,8",1474.0,323.0,560.0,149.0,2298.0,1492.0,"13,9","78,0","1,2303",,
350,25/03/2004,08.00.00,"2,7",1320.0,271.0,"11,6",1035.0,184.0,902.0,112.0,1721.0,991.0,"8,7","74,6","0,8429",,
376,26/03/2004,10.00.00,"3,1",1304.0,357.0,"14,8",1142.0,232.0,772.0,119.0,1747.0,1405.0,"14,8","44,1","0,7407",,
136,16/03/2004,10.00.00,"5,3",1735.0,437.0,"25,1",1431.0,396.0,628.0,150.0,2211.0,1843.0,"17,8","42,9","0,8672",,
1862,27/05/2004,08.00.00,-200,1485.0,-200.0,"34,4",1650.0,-200.0,632.0,-200.0,2337.0,1789.0,"19,0","41,6","0,9039",,
1677,19/05/2004,15.00.00,"2,3",1215.0,-200.0,"14,0",1116.0,116.0,784.0,125.0,1715.0,852.0,"31,6","21,0","0,9590",,
2953,11/07/2004,19.00.00,"1,2",931.0,-200.0,"7,7",885.0,86.0,892.0,101.0,1467.0,585.0,"26,9","27,1","0,9480",,
279,22/03/2004,09.00.00,"3,7",1379.0,-200.0,"18,4",1252.0,214.0,711.0,115.0,1962.0,1237.0,"17,4","42,1","0,8281",,
3622,08/08/2004,16.00.00,"0,8",909.0,-200.0,"3,6",690.0,29.0,1039.0,37.0,1488.0,474.0,"35,1","32,1","1,7841",,
238,20/03/2004,16.00.00,"1,6",1283.0,-200.0,"6,7",844.0,79.0,1036.0,76.0,1539.0,766.0,"19,5","42,3","0,9493",,
1757,22/05/2004,23.00.00,"3,1",1397.0,-200.0,"15,3",1159.0,134.0,681.0,100.0,1949.0,1207.0,"20,2","52,9","1,2340",,
2666,29/06/2004,20.00.00,"2,6",1200.0,-200.0,"14,3",1126.0,141.0,664.0,120.0,1979.0,1198.0,"31,9","38,4","1,7897",,
2835,06/07/2004,21.00.00,"2,5",1086.0,-200.0,"14,9",1145.0,154.0,737.0,125.0,1717.0,1426.0,"30,4","23,2","0,9889",,
428,28/03/2004,14.00.00,1,927.0,55.0,"3,8",700.0,50.0,1285.0,53.0,1189.0,452.0,"18,6","25,0","0,5319",,
205,19/03/2004,07.00.00,"1,5",1182.0,-200.0,"6,7",845.0,115.0,1054.0,99.0,1539.0,704.0,"12,4","64,9","0,9332",,
2650,29/06/2004,04.00.00,-200,850.0,-200.0,"2,8",639.0,35.0,1048.0,57.0,1519.0,853.0,"24,8","48,0","1,4857",,
3924,21/08/2004,06.00.00,-200,826.0,-200.0,"3,5",682.0,-200.0,1088.0,-200.0,1342.0,532.0,"24,5","40,6","1,2327",,
190,18/03/2004,16.00.00,"2,8",1496.0,-200.0,"16,8",1205.0,172.0,822.0,169.0,1767.0,1347.0,"27,1","23,1","0,8180",,
1271,02/05/2004,17.00.00,"1,9",1160.0,-200.0,"9,5",957.0,131.0,884.0,106.0,1637.0,861.0,"24,5","32,3","0,9815",,
3289,25/07/2004,19.00.00,"1,6",1048.0,-200.0,"6,3",826.0,89.0,853.0,90.0,1637.0,747.0,"28,8","41,3","1,6164",,
1508,12/05/2004,14.00.00,"3,1",1327.0,-200.0,"14,7",1139.0,236.0,658.0,126.0,1894.0,1323.0,"17,4","67,0","1,3250",,
3796,15/08/2004,22.00.00,"1,6",982.0,-200.0,"8,2",906.0,79.0,784.0,91.0,1561.0,1002.0,"28,4","34,4","1,3140",,
3568,06/08/2004,10.00.00,"2,6",1220.0,-200.0,"14,2",1122.0,245.0,601.0,107.0,1974.0,1428.0,"25,6","61,2","1,9808",,
3615,08/08/2004,09.00.00,"1,2",963.0,-200.0,"5,2",774.0,62.0,839.0,64.0,1621.0,758.0,"27,3","51,3","1,8350",,
372,26/03/2004,06.00.00,"0,9",1005.0,64.0,"4,0",713.0,103.0,1130.0,78.0,1363.0,924.0,"8,0","71,8","0,7711",,
213,19/03/2004,15.00.00,"3,5",1410.0,-200.0,"19,0",1268.0,212.0,724.0,139.0,1957.0,1344.0,"16,4","47,5","0,8791",,
811,13/04/2004,13.00.00,"1,5",1009.0,141.0,"7,7",885.0,112.0,994.0,87.0,1439.0,751.0,"16,3","38,1","0,7006",,
1248,01/05/2004,18.00.00,"2,4",1124.0,-200.0,"11,0",1013.0,114.0,849.0,104.0,1676.0,733.0,"22,3","38,9","1,0324",,
3498,03/08/2004,12.00.00,-200,1173.0,-200.0,"12,3",1061.0,153.0,650.0,127.0,1858.0,940.0,"33,7","35,1","1,8022",,
1606,16/05/2004,16.00.00,"1,4",1217.0,-200.0,"9,2",947.0,66.0,887.0,85.0,1566.0,648.0,"31,2","24,6","1,0987",,
1346,05/05/2004,20.00.00,"2,1",1110.0,-200.0,"9,2",949.0,96.0,850.0,79.0,1733.0,842.0,"15,9","70,7","1,2672",,
2776,04/07/2004,10.00.00,1,1025.0,-200.0,"5,9",809.0,56.0,877.0,68.0,1606.0,690.0,"29,6","37,7","1,5440",,
166,17/03/2004,16.00.00,"2,9",1365.0,193.0,"15,2",1154.0,186.0,940.0,129.0,1679.0,1221.0,"29,3","15,8","0,6309",,
2750,03/07/2004,08.00.00,"2,3",1173.0,-200.0,"14,4",1130.0,208.0,648.0,120.0,1885.0,1401.0,"23,2","43,9","1,2344",,
1082,24/04/2004,20.00.00,"3,4",1503.0,485.0,"16,8",1203.0,162.0,651.0,126.0,1863.0,1502.0,"21,2","50,8","1,2631",,
2409,19/06/2004,03.00.00,"0,6",839.0,-200.0,"3,4",678.0,-200.0,1062.0,-200.0,1478.0,622.0,"22,9","50,2","1,3808",,
